row,col,hour,temperature,windSpeed,humidity,dryness
0,10,9,17.6,8.7,35.4,42.2
0,10,10,16.8,7.7,37.8,40.1
0,10,11,17.0,5.8,40.4,39.3
0,10,12,18.9,4.9,39.3,42.6
0,10,13,21.7,5.8,34.1,48.9
0,10,14,23.6,7.7,28.5,54.0
0,10,15,23.5,8.7,26.7,54.6
0,10,16,22.0,7.8,29.4,51.2
0,10,17,20.9,5.7,33.7,47.9
0,10,18,21.4,4.1,35.3,48.0
0,10,19,23.2,4.3,32.5,51.8
0,10,20,24.4,5.7,28.1,55.4
0,10,21,23.8,6.9,26.5,55.1
0,10,22,21.6,6.4,29.6,50.6
0,10,23,19.2,4.3,35.5,44.6
0,11,0,6.0,4.0,60.5,20.0
0,11,1,8.6,6.1,56.7,20.2
0,11,2,9.8,6.6,50.3,24.6
0,11,3,9.5,5.5,45.6,26.0
0,11,4,8.9,4.0,45.4,25.2
0,11,5,9.8,3.9,48.2,25.4
0,11,6,12.5,5.6,49.6,28.9
0,11,7,15.7,7.7,46.7,34.9
0,11,8,17.6,8.6,40.3,40.3
0,11,9,17.7,7.6,34.6,42.7
0,11,10,16.9,5.8,33.1,42.1
0,11,11,17.1,5.0,35.7,41.4
0,11,12,19.0,6.0,38.4,43.1
0,11,13,21.8,7.9,37.5,47.7
0,11,14,23.7,8.9,32.6,52.5
0,11,15,23.6,8.1,27.2,54.5
0,11,16,22.1,6.0,25.6,52.9
0,11,17,21.0,4.5,28.6,50.1
0,11,18,21.5,4.7,33.1,49.0
0,11,19,23.2,6.2,34.9,50.8
0,11,20,24.5,7.4,32.4,53.8
0,11,21,23.9,6.8,28.3,54.5
0,11,22,21.7,4.8,26.9,51.8
0,11,23,19.3,2.7,30.3,46.8
0,12,0,6.1,5.8,57.7,20.0
0,12,1,8.7,6.3,58.5,20.0
0,12,2,9.9,5.2,54.6,23.0
0,12,3,9.6,3.8,48.1,25.2
0,12,4,9.0,3.7,43.3,26.2
0,12,5,9.9,5.4,43.0,27.7
0,12,6,12.6,7.6,45.8,30.6
0,12,7,15.7,8.5,47.2,34.7
0,12,8,17.7,7.5,44.3,38.8
0,12,9,17.8,5.8,37.9,41.5
0,12,10,17.0,5.0,32.3,42.6
0,12,11,17.2,6.0,31.0,43.4
0,12,12,19.1,8.0,33.8,45.1
0,12,13,21.9,9.1,36.7,48.2
0,12,14,23.8,8.3,35.9,51.3
0,12,15,23.7,6.3,31.2,53.1
0,12,16,22.2,4.8,26.1,52.9
0,12,17,21.1,5.0,24.7,51.8
0,12,18,21.6,6.6,28.0,51.2
0,12,19,23.3,7.8,32.8,51.8
0,12,20,24.6,7.3,34.8,53.0
0,12,21,24.0,5.2,32.6,53.0
0,12,22,21.8,3.2,28.7,51.2
0,12,23,19.4,2.7,27.5,48.1
0,13,0,6.1,6.0,52.4,20.0
0,13,1,8.8,4.9,55.7,20.9
0,13,2,10.0,3.5,56.4,22.4
0,13,3,9.7,3.5,52.4,23.6
0,13,4,9.1,5.2,45.7,25.4
0,13,5,10.0,7.4,40.9,28.6
0,13,6,12.7,8.3,40.6,32.8
0,13,7,15.8,7.4,43.3,36.4
0,13,8,17.8,5.7,44.8,38.8
0,13,9,17.9,5.0,42.0,40.1
0,13,10,17.1,6.1,35.7,41.4
0,13,11,17.3,8.0,30.2,43.9
0,13,12,19.2,9.2,29.1,47.2
0,13,13,22.0,8.5,32.0,50.2
0,13,14,23.9,6.5,35.1,51.8
0,13,15,23.8,5.1,34.6,51.9
0,13,16,22.3,5.3,30.1,51.4
0,13,17,21.2,6.9,25.3,51.7
0,13,18,21.7,8.2,24.1,52.9
0,13,19,23.4,7.7,27.6,54.1
0,13,20,24.7,5.7,32.7,54.0
0,13,21,24.1,3.7,35.0,52.2
0,13,22,21.9,3.2,33.0,49.6
0,13,23,19.5,4.4,29.3,47.5
0,14,0,6.2,4.6,49.1,20.0
0,14,1,8.9,3.2,50.5,23.2
0,14,2,10.1,3.2,53.6,23.7
0,14,3,9.8,4.9,54.2,23.0
0,14,4,9.2,7.1,50.0,23.8
0,14,5,10.1,8.1,43.3,27.8
0,14,6,12.8,7.2,38.5,33.8
0,14,7,15.9,5.6,38.2,38.6
0,14,8,17.9,4.9,41.0,40.4
0,14,9,18.0,6.0,42.5,40.0
0,14,10,17.2,8.1,39.7,39.9
0,14,11,17.4,9.3,33.6,42.7
0,14,12,19.3,8.6,28.3,47.6
0,14,13,22.1,6.7,27.3,52.2
0,14,14,24.0,5.3,30.4,53.8
0,14,15,23.9,5.6,33.8,52.3
0,14,16,22.4,7.2,33.5,50.2
0,14,17,21.3,8.5,29.3,50.2
0,14,18,21.8,8.1,24.7,52.8
0,14,19,23.5,6.1,23.8,55.7
0,14,20,24.8,4.1,27.6,56.2
0,14,21,24.2,3.7,32.9,53.1
0,14,22,22.0,4.8,35.4,48.8
0,14,23,19.6,6.2,33.6,46.0
0,15,0,6.3,2.9,50.3,20.0
0,15,1,9.0,2.9,47.1,24.7
0,15,2,10.2,4.6,48.4,25.9
0,15,3,9.9,6.9,51.4,24.3
0,15,4,9.3,7.9,51.9,23.2
0,15,5,10.2,7.0,47.6,26.3
0,15,6,12.8,5.4,40.9,32.8
0,15,7,16.0,4.8,36.1,39.6
0,15,8,18.0,5.9,35.8,42.7
0,15,9,18.1,8.0,38.6,41.7
0,15,10,17.3,9.3,40.3,39.8
0,15,11,17.5,8.7,37.6,41.2
0,15,12,19.4,6.8,31.7,46.4
0,15,13,22.2,5.5,26.5,52.7
0,15,14,24.0,5.8,25.8,55.7
0,15,15,23.9,7.5,29.1,54.2
0,15,16,22.5,8.8,32.7,50.7
0,15,17,21.4,8.5,32.6,49.1
0,15,18,21.9,6.5,28.7,51.4
0,15,19,23.6,4.5,24.3,55.7
0,15,20,24.9,4.1,23.7,57.9
0,15,21,24.3,5.3,27.7,55.4
0,15,22,22.0,6.7,33.3,49.7
0,15,23,19.6,6.7,36.0,45.0
1,0,0,5.0,4.2,64.3,20.0
1,0,1,7.7,2.7,63.2,20.0
1,0,2,8.9,1.9,57.7,20.3
1,0,3,8.5,2.9,51.5,22.2
1,0,4,8.0,5.2,48.6,22.6
1,0,5,8.9,6.8,50.1,23.3
1,0,6,11.5,6.7,52.8,26.1
1,0,7,14.7,5.2,52.5,31.1
1,0,8,16.7,3.9,47.7,36.0
1,0,9,16.7,4.2,41.1,38.6
1,0,10,16.0,6.0,37.0,39.2
1,0,11,16.2,7.8,37.7,39.2
1,0,12,18.1,7.9,41.0,40.8
1,0,13,20.9,6.3,42.6,44.3
1,0,14,22.7,4.5,39.8,48.1
1,0,15,22.6,4.0,34.2,50.2
1,0,16,21.2,5.1,30.2,49.7
1,0,17,20.1,6.8,30.9,47.8
1,0,18,20.6,7.2,35.3,46.8
1,0,19,22.3,5.7,39.2,47.8
1,0,20,23.6,3.5,39.2,49.7
1,0,21,23.0,2.2,35.6,50.3
1,0,22,20.7,2.8,32.3,48.1
1,0,23,18.3,4.3,33.1,44.2
1,1,0,6.8,2.4,59.7,20.0
1,1,1,7.9,1.6,62.4,20.0
1,1,2,7.5,2.7,61.1,20.0
1,1,3,6.8,4.9,55.5,20.0
1,1,4,7.7,6.6,49.2,21.9
1,1,5,10.3,6.5,46.2,27.0
1,1,6,13.5,5.0,47.7,31.2
1,1,7,15.5,3.7,50.4,33.1
1,1,8,15.6,4.1,50.1,33.4
1,1,9,14.9,6.0,45.4,34.2
1,1,10,15.2,7.8,38.8,37.3
1,1,11,17.2,8.0,34.9,41.8
1,1,12,20.1,6.5,35.8,45.8
1,1,13,22.1,4.6,39.3,47.4
1,1,14,22.1,4.2,41.0,46.8
1,1,15,20.9,5.4,38.5,45.9
1,1,16,19.9,7.1,33.1,46.6
1,1,17,20.6,7.5,29.4,49.1
1,1,18,22.5,6.1,30.3,51.6
1,1,19,23.9,3.9,34.9,51.9
1,1,20,23.5,2.7,39.1,49.6
1,1,21,21.4,3.3,39.4,46.3
1,1,22,19.2,4.8,36.0,44.4
1,1,23,18.3,5.6,32.9,44.3
1,2,0,7.0,1.3,55.0,20.0
1,2,1,6.5,2.4,57.7,20.0
1,2,2,5.8,4.6,60.3,20.0
1,2,3,6.5,6.3,58.9,20.0
1,2,4,9.1,6.3,53.2,22.4
1,2,5,12.3,4.8,46.8,29.7
1,2,6,14.3,3.6,43.8,33.9
1,2,7,14.4,4.0,45.2,33.5
1,2,8,13.8,5.9,48.0,31.5
1,2,9,14.1,7.7,47.8,32.0
1,2,10,16.2,8.0,43.2,37.0
1,2,11,19.2,6.5,36.7,44.1
1,2,12,21.3,4.8,33.0,48.8
1,2,13,21.5,4.3,34.0,48.7
1,2,14,20.4,5.6,37.7,45.5
1,2,15,19.6,7.4,39.7,43.5
1,2,16,20.4,7.9,37.4,45.6
1,2,17,22.5,6.5,32.3,50.8
1,2,18,24.1,4.3,28.8,54.6
1,2,19,23.9,3.1,30.0,53.9
1,2,20,21.9,3.7,34.9,48.9
1,2,21,19.8,5.3,39.3,44.0
1,2,22,19.1,6.0,39.8,42.7
1,2,23,20.0,5.0,36.6,45.4
1,3,0,5.6,2.1,54.2,20.0
1,3,1,4.8,4.3,53.0,20.0
1,3,2,5.5,6.1,55.6,20.0
1,3,3,8.0,6.0,58.1,20.0
1,3,4,11.1,4.6,56.6,24.0
1,3,5,13.0,3.4,50.8,29.2
1,3,6,13.2,3.8,44.3,32.1
1,3,7,12.6,5.8,41.4,32.3
1,3,8,13.0,7.7,42.8,32.4
1,3,9,15.1,8.0,45.7,34.4
1,3,10,18.2,6.5,45.6,39.1
1,3,11,20.4,4.8,41.1,44.2
1,3,12,20.7,4.5,34.8,47.1
1,3,13,19.7,5.8,31.2,47.1
1,3,14,19.1,7.6,32.5,45.7
1,3,15,20.1,8.1,36.4,45.6
1,3,16,22.3,6.8,38.6,48.0
1,3,17,24.1,4.7,36.5,51.6
1,3,18,24.0,3.5,31.7,53.3
1,3,19,22.3,4.1,28.4,52.1
1,3,20,20.3,5.7,29.9,48.5
1,3,21,19.8,6.5,35.0,45.7
1,3,22,20.8,5.4,39.7,45.3
1,3,23,21.8,3.2,40.4,46.5
1,4,0,3.9,4.0,57.6,20.0
1,4,1,4.5,5.8,52.2,20.0
1,4,2,6.9,5.8,50.9,20.0
1,4,3,10.0,4.3,53.4,23.6
1,4,4,11.9,3.1,55.7,25.6
1,4,5,12.0,3.6,54.2,26.3
1,4,6,11.4,5.6,48.4,27.7
1,4,7,11.8,7.5,41.9,30.9
1,4,8,14.0,7.9,39.0,35.4
1,4,9,17.1,6.5,40.5,39.5
1,4,10,19.4,4.8,43.4,41.7
1,4,11,19.9,4.5,43.5,42.4
1,4,12,19.0,5.9,39.1,42.9
1,4,13,18.5,7.8,33.0,44.6
1,4,14,19.6,8.3,29.7,47.5
1,4,15,22.0,7.1,31.1,50.6
1,4,16,24.0,5.0,35.3,51.9
1,4,17,24.1,3.8,37.7,51.1
1,4,18,22.5,4.5,35.9,49.4
1,4,19,20.7,6.1,31.3,48.5
1,4,20,20.3,7.0,28.4,49.1
1,4,21,21.4,5.9,30.0,50.1
1,4,22,22.7,3.7,35.4,49.9
1,4,23,22.3,1.9,40.3,47.3
1,5,0,3.6,5.5,61.6,20.0
1,5,1,5.9,5.5,55.6,20.0
1,5,2,8.9,4.0,50.1,23.3
1,5,3,10.7,2.9,48.7,26.6
1,5,4,10.8,3.4,51.1,25.8
1,5,5,10.2,5.4,53.4,23.9
1,5,6,10.6,7.4,51.7,25.2
1,5,7,12.8,7.8,45.9,30.8
1,5,8,16.0,6.4,39.5,38.2
1,5,9,18.4,4.8,36.7,42.9
1,5,10,18.9,4.5,38.3,43.0
1,5,11,18.1,6.0,41.3,40.6
1,5,12,17.7,7.9,41.5,39.9
1,5,13,19.0,8.5,37.3,43.6
1,5,14,21.5,7.3,31.5,49.7
1,5,15,23.6,5.2,28.3,54.1
1,5,16,23.9,4.2,30.0,53.9
1,5,17,22.5,4.9,34.4,50.0
1,5,18,20.9,6.5,37.1,46.5
1,5,19,20.7,7.4,35.6,46.8
1,5,20,22.0,6.4,31.3,50.5
1,5,21,23.3,4.1,28.5,53.6
1,5,22,23.1,2.4,30.4,52.5
1,5,23,21.0,2.5,36.0,47.1
1,6,0,5.0,5.2,62.1,20.0
1,6,1,7.9,3.8,59.6,20.0
1,6,2,9.6,2.6,53.5,23.0
1,6,3,9.7,3.1,47.9,25.4
1,6,4,9.0,5.2,46.4,24.9
1,6,5,9.4,7.2,48.7,24.6
1,6,6,11.6,7.6,50.9,27.0
1,6,7,14.8,6.3,49.3,32.5
1,6,8,17.2,4.7,43.5,38.4
1,6,9,17.8,4.5,37.2,41.8
1,6,10,17.1,6.0,34.4,41.9
1,6,11,16.8,8.0,36.2,40.7
1,6,12,18.2,8.6,39.4,41.5
1,6,13,20.9,7.4,39.8,45.4
1,6,14,23.1,5.5,35.8,50.3
1,6,15,23.6,4.4,30.1,53.4
1,6,16,22.3,5.2,27.2,52.6
1,6,17,20.9,6.9,29.2,49.7
1,6,18,20.8,7.8,33.8,47.7
1,6,19,22.3,6.8,36.8,48.7
1,6,20,23.8,4.6,35.5,51.5
1,6,21,23.8,2.9,31.4,53.1
1,6,22,21.9,2.9,28.9,51.3
1,6,23,19.3,4.4,31.1,46.5
1,7,0,7.0,3.5,58.3,20.0
1,7,1,8.6,2.3,60.2,20.0
1,7,2,8.6,2.8,57.5,20.0
1,7,3,7.8,4.9,51.3,21.2
1,7,4,8.2,6.9,45.6,24.1
1,7,5,10.4,7.4,44.0,28.0
1,7,6,13.6,6.1,46.3,31.9
1,7,7,16.0,4.6,48.5,34.6
1,7,8,16.6,4.4,46.9,36.1
1,7,9,16.0,6.0,41.2,37.5
1,7,10,15.8,8.0,35.0,39.7
1,7,11,17.3,8.7,32.3,43.0
1,7,12,20.1,7.6,34.2,46.5
1,7,13,22.5,5.6,37.6,48.7
1,7,14,23.1,4.6,38.2,49.4
1,7,15,22.0,5.5,34.5,49.2
1,7,16,20.7,7.2,29.0,49.4
1,7,17,20.9,8.1,26.4,50.8
1,7,18,22.5,7.2,28.6,52.3
1,7,19,24.2,5.0,33.5,52.9
1,7,20,24.3,3.3,36.7,51.8
1,7,21,22.5,3.4,35.6,49.5
1,7,22,20.1,4.8,31.8,47.4
1,7,23,18.7,6.0,29.5,46.3
1,8,0,7.8,2.0,53.1,20.5
1,8,1,7.6,2.6,56.3,20.0
1,8,2,6.8,4.6,58.1,20.0
1,8,3,7.0,6.7,55.3,20.0
1,8,4,9.2,7.2,49.0,24.2
1,8,5,12.4,5.9,43.2,31.3
1,8,6,14.8,4.4,41.6,35.6
1,8,7,15.4,4.3,43.8,35.6
1,8,8,14.9,5.9,46.1,33.9
1,8,9,14.7,7.9,44.6,34.2
1,8,10,16.3,8.7,39.0,38.9
1,8,11,19.2,7.6,32.9,45.6
1,8,12,21.7,5.7,30.4,50.4
1,8,13,22.5,4.8,32.5,50.8
1,8,14,21.5,5.7,36.1,47.8
1,8,15,20.4,7.5,36.9,45.8
1,8,16,20.7,8.4,33.4,47.7
1,8,17,22.5,7.5,28.2,52.5
1,8,18,24.4,5.4,25.8,56.3
1,8,19,24.7,3.7,28.2,55.8
1,8,20,23.0,3.8,33.4,51.1
1,8,21,20.8,5.3,36.9,46.4
1,8,22,19.5,6.4,36.0,44.9
1,8,23,20.0,5.9,32.4,47.0
1,9,0,6.7,2.3,51.0,20.0
1,9,1,5.8,4.3,51.2,20.0
1,9,2,5.9,6.4,54.2,20.0
1,9,3,8.0,6.9,55.8,20.0
1,9,4,11.2,5.7,53.0,25.6
1,9,5,13.6,4.2,46.6,31.8
1,9,6,14.2,4.1,40.8,35.0
1,9,7,13.7,5.8,39.1,34.9
1,9,8,13.6,7.9,41.4,33.8
1,9,9,15.3,8.7,43.8,35.4
1,9,10,18.2,7.7,42.4,40.3
1,9,11,20.9,5.8,36.9,46.6
1,9,12,21.7,4.9,30.9,50.2
1,9,13,20.9,5.8,28.6,49.9
1,9,14,19.9,7.7,30.9,47.5
1,9,15,20.4,8.7,34.7,46.7
1,9,16,22.3,7.8,35.8,49.1
1,9,17,24.4,5.7,32.5,53.6
1,9,18,24.9,4.1,27.6,56.3
1,9,19,23.4,4.3,25.4,54.9
1,9,20,21.3,5.7,28.1,50.7
1,9,21,20.2,6.9,33.6,46.9
1,9,22,20.8,6.4,37.3,46.3
1,9,23,22.0,4.3,36.7,48.3
1,10,0,4.9,4.0,53.4,20.0
1,10,1,4.9,6.1,49.0,20.0
1,10,2,7.0,6.6,49.1,20.9
1,10,3,10.0,5.5,52.0,24.2
1,10,4,12.4,4.0,53.5,27.2
1,10,5,13.0,3.9,50.6,29.3
1,10,6,12.5,5.6,44.1,31.1
1,10,7,12.4,7.7,38.3,33.3
1,10,8,14.1,8.6,36.8,36.4
1,10,9,17.2,7.6,39.1,40.2
